POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	02063554	0.5	0	like#4 corresponding#3 comparable#2	conforming in every respect; "boxes with corresponding dimensions"; "the like period of the preceding year"
a	02063759	0	0	cookie-cutter#1	having the same appearance (as if mass-produced); "a suburb of cookie-cutter houses"
a	02063903	0	0.125	duplicate#1	identically copied from an original; "a duplicate key"
a	02064013	0.125	0	homophonic#1	having the same sound
a	02064127	0.125	0.5	indistinguishable#1 identical#1	exactly alike; incapable of being perceived as different; "rows of identical houses"; "cars identical except for their license plates"; "they wore indistinguishable hats"
a	02064427	0.5	0.125	one#3	of the same kind or quality; "two animals of one species"
a	02064537	0	0	synoptical#1 synoptic#2	presenting or taking the same point of view; used especially with regard to the first three gospels of the New Testament; "synoptic sayings"
a	02064745	0.625	0	different#1	unlike in nature or quality or form or degree; "took different approaches to the problem"; "came to a different conclusion"; "different parts of the country"; "on different sides of the issue"; "this meeting was different from the earlier one"
a	02065404	0.375	0	antithetical#1 antithetic#1	sharply contrasted in character or purpose; "practices entirely antithetical to her professed beliefs"; "hope is antithetic to despair"
a	02065665	0.125	0.375	various#1 assorted#2	of many different kinds purposefully arranged but lacking any uniformity; "assorted sizes"; "his disguises are many and various"; "various experiments have failed to disprove the theory"; "cited various reasons for his behavior"
a	02065958	0.625	0	contrary#1	very opposed in nature or character or purpose; "acts contrary to our code of ethics"; "the facts point to a contrary conclusion"
a	02066142	0.5	0.375	contrastive#2 contrasting#1	strikingly different; tending to contrast; "contrasting (or contrastive) colors"
a	02066312	0.5	0.25	polar#2 opposite#6 diametrical#2 diametric#2	characterized by opposite extremes; completely opposed; "in diametric contradiction to his claims"; "diametrical (or opposite) points of view"; "opposite meanings"; "extreme and indefensible polar positions"
a	02066662	0.125	0.25	divergent#1	diverging from another or from a standard; "a divergent opinion"
a	02066836	0.625	0.125	disparate#1	fundamentally different or distinct in quality or kind; "such disparate attractions as grand opera and game fishing"; "disparate ideas"
a	02067063	0.5	0.25	distinguishable#2 distinct#1	(often followed by `from') not alike; different in nature or quality; "plants of several distinct types"; "the word `nationalism' is used in at least two distinct senses"; "gold is distinct from iron"; "a tree related to but quite distinct from the European beech"; "management had interests quite distinct from those of their employees"
a	02067491	0	0.25	various#3 diverse#2	distinctly dissimilar or unlike; "celebrities as diverse as Bob Hope and Bob Dylan"; "animals as various as the jaguar and the cavy and the sloth"
a	02067719	0.125	0	diverse#1 divers#1	many and different; "tourist offices of divers nationalities"; "a person of diverse talents"
a	02067913	0.75	0.125	opposite#5	altogether different in nature or quality or significance; "the medicine's effect was opposite to that intended"; "it is said that opposite characters make a union happiest"- Charles Reade
a	02068174	0.125	0	several#3	distinct and individual; "three several times"
a	02068277	0.125	0.5	variant#1	differing from a norm or standard; "a variant spelling"
a	02068476	0	0	same#1	same in identity; "the same man I saw yesterday"; "never wore the same dress twice"; "this road is the same one we were on yesterday"; "on the same side of the street"
a	02068730	0	0	said#1 aforesaid#1 aforementioned#1	being the one previously mentioned or spoken of; "works of all the aforementioned authors"; "said party has denied the charges"
a	02068946	0.5	0.125	very#2 selfsame#1 identical#2	being the exact same one; not any other:; "this is the identical room we stayed in before"; "the themes of his stories are one and the same"; "saw the selfsame quotation in two newspapers"; "on this very spot"; "the very thing he said yesterday"; "the very man I want to see"
a	02069355	0	0.625	other#1	not the same one or ones already mentioned or implied; "today isn't any other day"- the White Queen; "the construction of highways and other public works"; "he asked for other employment"; "any other person would tell the truth"; "his other books are still in storage"; "then we looked at the other house"; "hearing was good in his other ear"; "the other sex"; "she lived on the other side of the street from me"; "went in the other direction"
a	02070030	0	0	different#2	distinctly separate from the first; "that's another (or different) issue altogether"
a	02070188	0	0.125	some_other#1 another#1	any of various alternatives; some other; "put it off to another (or some other) day"
a	02070342	0	0	different#5	distinct or separate; "each interviewed different members of the community"
a	02070491	0	0.125	new#5	other than the former one(s); different; "they now have a new leaders"; "my new car is four years old but has only 15,000 miles on it"; "ready to take a new direction"
a	02070711	0	0.125	opposite#4	the other one of a complementary pair; "the opposite sex"; "the two chess kings are set up on squares of opposite colors"
a	02070887	0	0.125	opposite#1	being directly across from each other; facing; "And I on the opposite shore will be, ready to ride and spread the alarm"- Longfellow; "we lived on opposite sides of the street"; "at opposite poles"
a	02071139	0	0	opposite#3	moving or facing away from each other; "looking in opposite directions"; "they went in opposite directions"
a	02071301	0	0.25	otherwise#1	other than as supposed or expected; "the outcome was otherwise"
a	02071420	0.375	0.25	similar#1	marked by correspondence or resemblance; "similar food at similar prices"; "problems similar to mine"; "they wore similar coats"
a	02071782	0.25	0.25	kindred#1 akin#1	similar in quality or character; "a feeling akin to terror"; "kindred souls"; "the amateur is closely related to the collector"
a	02071973	0.125	0.375	correspondent#1 analogous#1	similar or equivalent in some respects though otherwise dissimilar; "brains and computers are often considered analogous"; "salmon roe is marketed as analogous to caviar"
a	02072341	0.125	0.125	mistakable#1 confusable#1	so similar as to be easily identified for another thing; "potentially confusable senses of words"; "easily mistakable signals"
a	02072537	0.375	0.25	connatural#1	similar in nature; "and mix with our connatural dust"- John Milton
a	02072660	0	0	corresponding#2	similar especially in position or purpose; "a number of corresponding diagonal points"
a	02072806	0.25	0.375	quasi#1	having some resemblance; "a quasi success"; "a quasi contract"
a	02072923	0.25	0.25	sympathetic#5	having similar disposition and tastes; "with their many similar tastes, he found her a most sympathetic companion"
a	02073113	0	0.375	dissimilar#1	not similar; "a group of very dissimilar people"; "a pump not dissimilar to those once found on every farm"; "their understanding of the world is not so dissimilar from our own"; "took different (or dissimilar) approaches to the problem"
a	02073443	0.75	0	sane#1	mentally healthy; free from mental disorder; "appears to be completely sane"
a	02073678	0.125	0	of_sound_mind#1 compos_mentis#1	of sound mind, memory, and understanding; in law, competent to go to trial
a	02073834	0.25	0.25	in_their_right_minds#1 in_his_right_mind#1 in_her_right_mind#1	behaving responsibly
a	02073970	0.5	0	lucid#2	having a clear mind; "a lucid moment in his madness"
a	02074092	0	0.5	insane#1	afflicted with or characteristic of mental derangement; "was declared insane"; "insane laughter"
a	02074673	0.125	0.375	possessed#2 demoniacal#1 demoniac#1 berserk#1 amuck#1 amok#1	frenzied as if possessed by a demon; "the soldier was completely amuck"; "berserk with grief"; "a berserk worker smashing windows"
a	02074929	0	0.375	whacky#2 wacky#2 round_the_bend#1 nutty#2 nuts#1 loopy#2 loony#1 loco#1 kooky#1 kookie#1 haywire#1 fruity#2 dotty#1 daft#1 crackers#1 cracked#3 buggy#1 bonkers#1 batty#1 bats#1 barmy#2 balmy#1 around_the_bend#1	informal or slang terms for mentally irregular; "it used to drive my husband balmy"
a	02075321	0	0.5	unhinged#1 unbalanced#2 sick#3 mad#2 disturbed#4 demented#1 crazy#1 brainsick#1	affected with madness or insanity; "a man who had gone mad"
a	02075594	0.25	0.25	certified#2 certifiable#1	fit to be certified as insane (and treated accordingly)
a	02075737	0.25	0.25	idiotic#1 crackbrained#1	insanely irresponsible; "an idiotic idea"
a	02075847	0	0.5	half-crazed#1 deranged#1 crazed#1	driven insane
a	02075938	0	0.375	touched#3 fey#1	slightly insane
a	02076016	0.25	0.375	hebephrenic#1	suffering from a form of schizophrenia characterized by foolish mannerisms and senseless laughter along with delusions and regressive behavior
a	02076234	0	0.5	moonstruck#1 lunatic#1	insane and believed to be affected by the phases of the moon
a	02076416	0	0.125	maniacal#1 maniac#1	wildly disordered; "a maniacal frenzy"
a	02076557	0	0.75	manic-depressive#1	suffering from a disorder characterized by alternating mania and depression
a	02076713	0	0.5	maniclike#1	resembling the mania of manic-depressive illness
a	02076817	0	0.75	unstable#4 unsound#4 mentally_ill#1	suffering from severe mental illness; "of unsound mind"
a	02076988	0	0.625	of_unsound_mind#1 non_compos_mentis#1	not of sound mind, memory, or understanding; in law, not competent to go to trial
a	02077157	0	0.75	paranoid#1	suffering from paranoia
a	02077253	0	0.625	psychopathological#1 psychopathologic#1 psychopathic#1	suffering from an undiagnosed mental disorder
a	02077469	0	0.75	psychotic#1	characteristic of or suffering from psychosis
a	02077625	0.125	0.25	wild#7 raving_mad#1	talking or behaving irrationally; "a raving lunatic"
a	02077741	0	0.375	schizophrenic#1	suffering from some form of schizophrenia; "schizophrenic patients"
a	02077904	0	0.375	screwy#1 screw-loose#1	not behaving normally
a	02078011	0.25	0.375	satiated#1 satiate#1	supplied (especially fed) to satisfaction
a	02078153	0.125	0	jaded#2	dulled by surfeit; "the amoral, jaded, bored upper classes"
a	02078264	0	0.125	satisfiable#1 satiable#1	capable of being sated; "a satiable thirst"; "a satiable appetite"
a	02078399	0.125	0.625	unsatiable#1 insatiate#1 insatiable#1	impossible to satisfy; "an insatiate appetite"; "an insatiable demand for old buildings to restore"; "his passion for work was unsatiable"
a	02078673	0	0.5	unquenchable#1 quenchless#1	impossible to quench; "unquenchable thirst"
a	02078788	0.125	0.625	unsatisfied#1 unsatiated#1 unsated#1	not having been satisfied
a	02078894	0.444	0.556	unsatisfiable#1	not capable of being satisfied; "he knew the trap of unsatisfiable longing"
a	02079029	0	0.625	sarcastic#1	expressing or expressive of ridicule that wounds
a	02079313	0.5	0.125	pungent#2 nipping#1 mordacious#1 biting#1 barbed#1	capable of wounding; "a barbed compliment"; "a biting aphorism"; "pungent satire"
a	02079507	0	0.75	mordant#1 grim#3 black#9	harshly ironic or sinister; "black humor"; "a grim joke"; "grim laughter"; "fun ranging from slapstick clowning ... to savage mordant wit"
a	02079732	0	0.375	corrosive#2	spitefully sarcastic; "corrosive cristism"
a	02079830	0.25	0.75	sardonic#1	disdainfully or ironically humorous; scornful and mocking; "his rebellion is the bitter, sardonic laughter of all great satirists"- Frank Schoenberner; "a wry pleasure to be...reminded of all that one is missing"- Irwin Edman
a	02080110	0	0.125	satirical#1 satiric#1	exposing human folly to ridicule; "a persistent campaign of mockery by the satirical fortnightly magazine"
a	02080318	0.125	0.75	saturnine#1	bitter or scornful; "the face was saturnine and swarthy, and the sensual lips...twisted with disdain"- Oscar Wilde
a	02080488	0	0.625	unsarcastic#1	not sarcastic
a	02080577	0.5	0.125	satisfactory#1	giving satisfaction; "satisfactory living conditions"; "his grades were satisfactory"
a	02080937	0.25	0.375	tolerable#2 passable#2 fair_to_middling#1 adequate#3	about average; acceptable; "more than adequate as a secretary"
a	02081114	0.375	0	okay#1 ok#1 o.k.#1 hunky-dory#1 fine#1 all_right#1	being satisfactory or in satisfactory condition; "an all-right movie"; "the passengers were shaken up but are all right"; "is everything all right?"; "everything's fine"; "things are okay"; "dinner and the movies had been fine"; "another minute I'd have been fine"
a	02081492	0.375	0.25	alright#1	nonstandard usage
a	02081563	0.25	0	satisfying#2 comforting#1 cheering#1	providing freedom from worry
a	02081672	0.625	0.25	copesettic#1 copesetic#1 copasetic#1 copacetic#1	completely satisfactory; "his smile said that everything was copacetic"; "You had to be a good judge of what a man was like, and the English was copacetic"- John O'Hara
a	02081933	0	0	passing#3	allowing you to pass (e.g., an examination or inspection) satisfactorily; "a passing grade"
a	02082081	0.375	0	right#8	in or into a satisfactory condition; "things are right again now"; "put things right"
a	02082218	0	0.5	unsatisfactory#1	not giving satisfaction; "shops should take back unsatisfactory goods"; "her performance proved to be unsatisfactory"; "life is becoming increasingly unsatifactory"; "our discussion was very unsatisfactory"
a	02082611	0	0.75	unsatisfying#1 dissatisfactory#1 disappointing#1	not up to expectations; "a disappointing performance from one who had seemed so promising"
